,InvoiceNo,StockCode,Quantity,UnitPrice,CustomerID,Country,Product Type,Colour_type,Revenue,Cluster number,Year,Month,Day,DayOfWeek
53435,1704,1246,48.0,2.55,560,25,984,7,2.55,1,2011,1,11,2
17230,587,696,6.0,2.95,580,25,1022,11,2.95,2,2010,12,8,3
77624,2385,275,2.0,0.95,824,25,347,7,0.95,1,2011,1,31,1
17491,604,1858,1.0,1.95,1050,25,839,7,1.95,2,2010,12,8,3
4223,197,159,1.0,0.85,489,25,1409,1,0.85,2,2010,12,2,4
73542,2238,2437,1.0,2.1,551,25,960,7,2.1,0,2011,1,27,4
12181,448,815,1.0,0.42,217,25,361,13,0.42,2,2010,12,6,1
37872,1291,940,16.0,3.39,770,25,217,7,3.39,1,2010,12,19,0
16990,569,690,12.0,0.85,1041,25,1043,7,0.85,2,2010,12,8,3
50110,1621,813,12.0,1.25,118,20,972,11,1.25,1,2011,1,9,0
50973,1636,1739,12.0,0.42,460,25,126,7,0.42,0,2011,1,10,1
42805,1413,350,1.0,2.95,1285,25,1075,7,2.95,1,2011,1,4,2
72230,2204,910,4.0,1.65,1085,25,1769,7,1.65,1,2011,1,26,3
68180,2055,1496,1.0,3.95,325,25,1063,7,3.95,0,2011,1,23,0
14441,522,799,24.0,0.65,1197,25,0,7,0.65,2,2010,12,7,2
31295,1048,1364,2.0,1.25,1189,25,1360,7,1.25,2,2010,12,15,3
74763,2286,2092,5.0,1.49,539,25,1247,14,1.49,0,2011,1,28,5
27415,906,489,2.0,1.25,188,25,980,7,1.25,2,2010,12,13,1
20006,707,550,3.0,4.95,606,3,1046,7,4.95,2,2010,12,9,4
13105,484,2407,32.0,2.55,282,25,1022,13,2.55,2,2010,12,6,1
12991,477,388,1.0,9.95,1285,25,1750,11,9.95,2,2010,12,6,1
39695,1343,1256,19.0,1.65,625,25,1047,7,1.65,0,2010,12,21,2
68032,2051,659,12.0,0.85,434,25,1230,7,0.85,1,2011,1,23,0
7944,335,583,6.0,2.55,57,8,1988,7,2.55,2,2010,12,5,0
47400,1542,1133,6.0,2.95,35,9,1800,7,2.95,1,2011,1,7,5
47381,1541,1671,12.0,0.85,662,25,1379,7,0.85,0,2011,1,7,5
63487,1952,11,4.0,0.85,134,25,1813,7,0.85,1,2011,1,19,3
25836,862,1560,10.0,1.25,927,25,874,7,1.25,2,2010,12,12,0
62495,1929,576,1.0,2.55,478,25,1739,11,2.55,1,2011,1,18,2
71619,2175,2303,12.0,1.45,291,25,1418,7,1.45,0,2011,1,26,3
17289,588,2361,12.0,1.25,26,8,456,7,1.25,2,2010,12,8,3
58822,1854,1082,1.0,2.95,1093,25,761,7,2.95,1,2011,1,16,0
24064,832,2280,6.0,1.25,1008,25,26,12,1.25,0,2010,12,10,5
70496,2130,121,12.0,3.25,343,9,1763,11,3.25,1,2011,1,25,2
51042,1639,1905,2.0,7.95,435,25,645,7,7.95,0,2011,1,10,1
44464,1463,243,24.0,0.65,89,8,1493,7,0.65,1,2011,1,5,3
7984,337,1469,6.0,1.95,1092,25,2221,7,1.95,2,2010,12,5,0
39054,1326,397,24.0,1.25,1355,25,2090,7,1.25,1,2010,12,20,1
12883,473,139,2.0,1.95,178,25,65,7,1.95,2,2010,12,6,1
7572,321,1100,1.0,1.25,626,25,974,7,1.25,2,2010,12,5,0
49024,1575,550,4.0,4.95,731,25,1046,7,4.95,1,2011,1,7,5
59431,1875,1328,4.0,1.25,374,25,973,7,1.25,0,2011,1,17,1
14829,545,1433,2.0,1.95,818,25,1214,7,1.95,2,2010,12,7,2
54043,1711,411,4.0,7.95,448,25,201,7,7.95,1,2011,1,12,3
22357,770,943,1.0,4.95,1322,25,425,7,4.95,2,2010,12,9,4
26683,889,1861,2.0,2.95,502,25,1564,9,2.95,2,2010,12,12,0
63536,1954,1958,1.0,2.95,692,25,1113,4,2.95,0,2011,1,19,3
14693,534,916,6.0,2.95,621,25,1424,7,2.95,2,2010,12,7,2
19950,701,138,1.0,1.95,1025,25,75,7,1.95,2,2010,12,9,4
38314,1300,1116,2.0,2.95,1099,25,1338,0,2.95,1,2010,12,20,1
8027,341,1178,5.0,1.65,583,25,1209,7,1.65,2,2010,12,5,0
32231,1098,1201,10.0,1.95,766,25,2165,11,1.95,2,2010,12,15,3
51568,1647,2031,4.0,0.55,1179,25,2072,7,0.55,0,2011,1,10,1
7422,315,2046,6.0,3.75,1136,25,974,11,3.75,2,2010,12,5,0
7712,327,2454,1.0,4.95,784,25,245,7,4.95,2,2010,12,5,0
17572,609,360,1.0,2.1,619,25,1497,7,2.1,2,2010,12,8,3
18994,643,1602,3.0,2.1,616,25,967,7,2.1,2,2010,12,8,3
14776,541,1406,64.0,1.65,635,25,1942,7,1.65,2,2010,12,7,2
30524,1023,1673,48.0,0.85,1080,25,2145,7,0.85,2,2010,12,14,2
61920,1926,91,48.0,1.95,376,25,1678,13,1.95,1,2011,1,18,2
48622,1562,916,6.0,2.95,37,22,1424,7,2.95,1,2011,1,7,5
61558,1906,1256,12.0,1.65,441,25,1047,7,1.65,1,2011,1,18,2
66106,2008,1546,12.0,1.25,536,17,662,10,1.25,0,2011,1,21,5
29685,987,1397,2.0,1.25,845,25,1944,7,1.25,2,2010,12,14,2
465,40,1168,4.0,4.25,456,25,8,7,4.25,2,2010,12,1,3
77288,2366,620,2.0,8.95,761,25,783,7,8.95,1,2011,1,31,1
48049,1552,816,24.0,0.42,42,9,361,7,0.42,1,2011,1,7,5
3815,171,2022,4.0,4.95,1288,25,2235,13,4.95,2,2010,12,2,4
57451,1815,1167,100.0,1.65,536,17,603,7,1.65,1,2011,1,14,5
78439,2417,1103,4.0,1.25,523,25,1012,7,1.25,1,2011,2,1,2
29132,962,1217,6.0,5.95,890,25,719,3,5.95,2,2010,12,14,2
19699,685,1621,12.0,1.25,775,25,2217,7,1.25,2,2010,12,9,4
1201,70,930,1.0,1.25,1307,25,1953,7,1.25,2,2010,12,1,3
70782,2142,829,25.0,2.95,111,21,1747,11,2.95,1,2011,1,25,2
1052,62,2312,1.0,3.75,617,25,1521,1,3.75,2,2010,12,1,3
46021,1506,1572,6.0,2.95,712,25,301,9,2.95,0,2011,1,6,4
55343,1752,2281,6.0,1.65,1163,25,1876,12,1.65,0,2011,1,12,3
46007,1506,2393,10.0,1.95,712,25,69,11,1.95,0,2011,1,6,4
32950,1148,999,24.0,1.25,1110,25,893,7,1.25,2,2010,12,16,4
55225,1744,1439,2.0,2.95,504,25,1704,1,2.95,0,2011,1,12,3
49705,1603,1177,2.0,2.1,527,25,2082,9,2.1,1,2011,1,9,0
64761,1985,1214,8.0,10.95,603,6,211,3,10.95,1,2011,1,20,4
8404,351,2118,4.0,0.85,1091,25,265,7,0.85,2,2010,12,5,0
39023,1325,119,1.0,5.95,527,25,1441,11,5.95,1,2010,12,20,1
28266,922,2361,12.0,1.25,399,25,456,7,1.25,0,2010,12,13,1
43429,1424,145,20.0,0.85,36,23,1732,11,0.85,1,2011,1,4,2
29273,970,1467,3.0,2.1,1326,25,2219,7,2.1,2,2010,12,14,2
25322,850,1735,6.0,1.65,581,25,0,7,1.65,2,2010,12,12,0
42513,1401,396,24.0,1.25,1355,25,2090,7,1.25,1,2011,1,4,2
22241,765,1677,1.0,4.95,1056,25,499,11,4.95,2,2010,12,9,4
12813,472,1373,36.0,0.85,1033,25,445,7,0.85,2,2010,12,6,1
63182,1941,1298,6.0,2.1,1101,25,407,1,2.1,0,2011,1,19,3
4360,202,1673,24.0,0.85,1218,25,2145,7,0.85,2,2010,12,2,4
61752,1922,771,1.0,2.1,1361,25,2114,9,2.1,1,2011,1,18,2
42404,1399,1888,2.0,2.55,1360,25,1552,9,2.55,0,2010,12,23,4
55835,1758,190,96.0,0.75,318,25,911,9,0.75,1,2011,1,13,4
70324,2119,325,5.0,1.25,692,25,1447,9,1.25,1,2011,1,25,2
59722,1893,2485,3.0,1.65,538,25,536,3,1.65,0,2011,1,17,1
54686,1738,399,8.0,0.85,8,2,1531,9,0.85,1,2011,1,12,3
59855,1899,1672,2.0,0.85,354,25,1377,11,0.85,0,2011,1,17,1
78215,2407,302,10.0,0.85,1129,25,1744,11,0.85,1,2011,2,1,2
42524,1403,1217,3.0,5.95,1043,25,719,3,5.95,1,2011,1,4,2
16346,559,1722,12.0,1.45,876,25,1124,7,1.45,2,2010,12,7,2
8261,349,540,1.0,3.75,1368,25,231,7,3.75,2,2010,12,5,0
38663,1320,92,6.0,2.95,1230,25,1677,7,2.95,1,2010,12,20,1
59049,1859,1412,2.0,9.95,72,9,397,7,9.95,0,2011,1,17,1
28081,916,631,12.0,2.1,513,25,1690,7,2.1,2,2010,12,13,1
70490,2130,1513,48.0,0.85,343,9,834,7,0.85,0,2011,1,25,2
76775,2345,1254,6.0,2.55,32,9,953,7,2.55,1,2011,1,31,1
28011,915,2021,6.0,2.55,750,25,1515,13,2.55,2,2010,12,13,1
14249,510,1208,24.0,0.85,57,8,518,7,0.85,2,2010,12,7,2
12100,444,1226,10.0,0.65,399,25,1444,7,0.65,2,2010,12,6,1
33721,1190,1039,3.0,4.95,959,25,266,13,4.95,2,2010,12,16,4
38593,1315,1014,1.0,8.5,507,25,621,11,8.5,1,2010,12,20,1
33937,1202,2633,60.0,1.25,318,25,87,10,1.25,0,2010,12,16,4
44838,1474,786,24.0,0.19,1219,25,355,7,0.19,1,2011,1,5,3
17498,604,2211,6.0,2.1,1050,25,37,13,2.1,2,2010,12,8,3
68926,2074,1542,24.0,1.25,268,25,660,7,1.25,0,2011,1,24,1
58917,1855,1059,3.0,0.85,1225,25,589,7,0.85,1,2011,1,16,0
30518,1023,1734,12.0,1.65,1080,25,400,7,1.65,2,2010,12,14,2
25594,855,2113,1.0,0.85,416,25,1369,7,0.85,2,2010,12,12,0
8880,361,1172,2.0,4.25,803,25,7,13,4.25,2,2010,12,5,0
66421,2021,1132,1.0,2.95,1134,25,1801,7,2.95,1,2011,1,21,5
29551,981,2650,1.0,20.0,1119,25,0,7,20.0,0,2010,12,14,2
25554,2575,254,-12.0,1.25,1023,25,982,7,1.25,1,2010,12,12,0
39905,2734,2651,-1.0,5.75,761,25,1679,7,5.75,0,2010,12,21,2
56851,1795,1107,6.0,2.55,39,8,505,7,2.55,1,2011,1,14,5
70008,2113,2279,12.0,1.25,1350,25,26,12,1.25,0,2011,1,25,2
57389,1814,611,2.0,8.5,1357,25,2183,7,8.5,1,2011,1,14,5
58262,1825,869,12.0,0.42,1319,25,315,7,0.42,1,2011,1,14,5
61676,1918,407,6.0,2.95,48,9,2252,7,2.95,1,2011,1,18,2
70602,2134,274,10.0,2.95,510,25,63,7,2.95,1,2011,1,25,2
19653,679,600,12.0,2.55,161,25,1735,7,2.55,2,2010,12,9,4
52160,1661,647,12.0,1.49,1190,25,1946,1,1.49,1,2011,1,11,2
74153,2260,1287,2.0,5.95,1266,25,1509,7,5.95,0,2011,1,27,4
29574,982,560,24.0,0.42,391,25,1900,7,0.42,2,2010,12,14,2
70366,2122,2301,6.0,1.25,670,25,1014,7,1.25,0,2011,1,25,2
9911,400,1597,2.0,9.95,224,25,2024,7,9.95,2,2010,12,5,0
76656,2340,1097,24.0,1.45,723,25,394,3,1.45,1,2011,1,31,1
63638,1957,877,5.0,2.55,1285,25,1706,7,2.55,1,2011,1,19,3
39424,1336,360,2.0,2.1,822,25,1497,7,2.1,1,2010,12,20,1
36195,1261,1727,12.0,1.25,968,25,1224,7,1.25,0,2010,12,17,5
33787,1192,2023,1.0,6.45,744,25,2230,0,6.45,0,2010,12,16,4
43615,1433,1084,1.0,2.55,899,25,2203,7,2.55,1,2011,1,4,2
11877,435,919,1.0,2.95,630,25,1421,7,2.95,2,2010,12,6,1
28366,924,575,3.0,4.95,534,25,569,7,4.95,2,2010,12,13,1
77585,2382,288,6.0,0.85,1169,25,1453,7,0.85,1,2011,1,31,1
70467,2921,149,-3.0,1.65,546,25,1204,1,1.65,1,2011,1,25,2
7162,305,279,1.0,2.55,472,25,2148,7,2.55,2,2010,12,3,5
36278,1265,1039,3.0,4.95,95,9,266,13,4.95,1,2010,12,17,5
24143,834,1500,4.0,3.75,739,25,14,9,3.75,2,2010,12,10,5
38319,1300,360,6.0,2.1,1099,25,1497,7,2.1,1,2010,12,20,1
14067,499,1256,402.0,1.93,1190,25,1047,7,1.93,2,2010,12,7,2
9873,397,1522,1.0,3.75,1322,25,768,7,3.75,2,2010,12,5,0
58367,1832,1687,6.0,0.85,1013,25,824,7,0.85,0,2011,1,16,0
50114,1621,388,1.0,9.95,118,20,1750,11,9.95,1,2011,1,9,0
7656,326,1335,2.0,1.65,581,25,1629,7,1.65,2,2010,12,5,0
27947,909,2242,8.0,1.69,499,25,139,7,1.69,0,2010,12,13,1
16382,560,236,6.0,1.25,1306,25,28,7,1.25,2,2010,12,7,2
69174,2089,407,12.0,2.95,71,9,2252,7,2.95,1,2011,1,24,1
14491,525,387,1.0,4.95,297,25,1757,7,4.95,2,2010,12,7,2
14074,500,403,96.0,1.45,1200,25,1662,1,1.45,2,2010,12,7,2
42567,1406,1562,1.0,7.95,903,25,2023,7,7.95,0,2011,1,4,2
16349,559,547,8.0,3.75,876,25,1909,13,3.75,2,2010,12,7,2
1978,2448,1538,-2.0,9.95,30,9,1506,7,9.95,0,2010,12,1,3
78300,2410,12,6.0,2.95,281,25,1433,9,2.95,1,2011,2,1,2
74328,2267,1039,1.0,4.95,1114,25,266,13,4.95,1,2011,1,27,4
67873,2049,85,3.0,0.42,1226,25,509,7,0.42,1,2011,1,23,0
14706,535,1630,36.0,2.1,1242,25,969,7,2.1,2,2010,12,7,2
5112,256,2311,1.0,3.75,1320,25,1523,11,3.75,2,2010,12,2,4
40214,1363,1153,60.0,2.1,536,17,1213,7,2.1,1,2010,12,21,2
73871,2254,1776,2.0,2.95,1363,25,2130,7,2.95,0,2011,1,27,4
37738,2700,965,-1.0,4.95,993,25,1522,7,4.95,1,2010,12,19,0
43504,1430,1256,12.0,1.65,433,25,1047,7,1.65,0,2011,1,4,2
38299,1299,1423,12.0,1.45,682,25,1987,7,1.45,0,2010,12,20,1
2108,86,1911,12.0,0.85,1299,25,1531,9,0.85,2,2010,12,1,3
3480,152,388,1.0,9.95,468,25,1750,11,9.95,2,2010,12,2,4
66130,2009,1064,1.0,1.25,1304,25,749,7,1.25,1,2011,1,21,5
41150,1365,846,24.0,0.55,45,13,1384,9,0.55,1,2010,12,21,2
49831,1609,1433,2.0,1.95,616,25,1214,7,1.95,0,2011,1,9,0
39045,1325,2639,1.0,1.25,527,25,1184,7,1.25,0,2010,12,20,1
77005,2349,2306,6.0,0.55,1094,25,2052,7,0.55,0,2011,1,31,1
59701,1892,287,12.0,0.85,91,8,1455,7,0.85,1,2011,1,17,1
71370,2153,351,3.0,1.69,1201,25,125,7,1.69,1,2011,1,25,2
15006,551,311,24.0,1.25,1183,25,2073,7,1.25,2,2010,12,7,2
52533,1684,269,3.0,1.25,1164,25,1696,9,1.25,1,2011,1,11,2
50876,1633,1227,2.0,0.85,1278,25,1899,0,0.85,1,2011,1,10,1
70922,2146,1677,1.0,4.95,896,25,499,11,4.95,0,2011,1,25,2
4367,202,1176,5.0,2.1,1218,25,2083,7,2.1,2,2010,12,2,4
48098,1556,1923,24.0,4.65,1023,25,117,13,4.65,0,2011,1,7,5
55933,2843,1499,-1.0,3.75,1218,25,11,11,3.75,0,2011,1,13,4
72330,2208,1616,2.0,16.95,875,25,214,7,16.95,0,2011,1,26,3
398,36,2365,12.0,1.25,894,25,1768,11,1.25,2,2010,12,1,3
31669,1068,2436,12.0,2.55,270,25,860,7,2.55,0,2010,12,15,3
71927,2189,962,12.0,0.42,1261,25,1283,9,0.42,1,2011,1,26,3
14614,532,1467,10.0,2.1,615,25,2219,7,2.1,2,2010,12,7,2
63559,1955,784,4.0,0.65,1104,22,1006,7,0.65,1,2011,1,19,3
64502,1975,0,12.0,0.85,73,8,926,7,0.85,1,2011,1,20,4
14078,500,806,48.0,1.85,1200,25,1070,7,1.85,2,2010,12,7,2
524,41,322,1.0,4.95,1308,25,1355,7,4.95,2,2010,12,1,3
8134,343,613,1.0,9.95,1361,25,2187,7,9.95,2,2010,12,5,0
59948,1901,2370,2.0,2.95,857,25,722,7,2.95,0,2011,1,17,1
3414,147,1547,2.0,9.95,774,25,281,7,9.95,2,2010,12,2,4
61775,1922,2086,1.0,1.25,1361,25,230,7,1.25,0,2011,1,18,2
22336,768,1525,2.0,0.85,1285,25,54,14,0.85,2,2010,12,9,4
33352,1165,316,24.0,1.95,649,25,279,7,1.95,1,2010,12,16,4
73603,2956,1966,-1.0,3.81,335,25,295,7,3.81,0,2011,1,27,4
74474,2271,1318,192.0,0.42,1178,23,1920,7,0.42,0,2011,1,28,5
33394,1165,7,20.0,0.42,649,25,1489,2,0.42,1,2010,12,16,4
71516,2934,244,-48.0,0.65,1165,25,1492,7,0.65,1,2011,1,25,2
33918,1202,1187,48.0,0.85,318,25,1439,7,0.85,2,2010,12,16,4
77453,2375,999,12.0,1.25,662,25,893,7,1.25,1,2011,1,31,1
28046,916,516,1.0,1.65,513,25,871,11,1.65,2,2010,12,13,1
14569,530,1298,6.0,2.1,279,25,407,1,2.1,2,2010,12,7,2
63168,1941,1699,6.0,3.25,1101,25,77,7,3.25,0,2011,1,19,3
19797,691,1397,12.0,1.25,35,9,1944,7,1.25,2,2010,12,9,4
41745,1392,197,12.0,2.55,62,9,917,7,2.55,1,2010,12,23,4
1427,82,1179,20.0,1.65,940,25,1210,7,1.65,2,2010,12,1,3
58531,1843,565,12.0,0.42,319,25,88,7,0.42,1,2011,1,16,0
7719,327,1498,1.0,3.75,784,25,13,5,3.75,2,2010,12,5,0
66283,2017,1010,8.0,3.39,400,25,983,3,3.39,1,2011,1,21,5
67722,2045,1526,3.0,0.85,1065,25,54,11,0.85,0,2011,1,23,0
77886,2398,1165,1.0,7.95,627,25,649,7,7.95,1,2011,2,1,2
28326,923,816,1.0,0.42,1146,25,361,7,0.42,2,2010,12,13,1
78884,2432,1090,2.0,12.75,421,25,703,7,12.75,1,2011,2,1,2
51651,1648,1931,240.0,0.72,635,25,1122,7,0.72,0,2011,1,10,1
10167,403,1632,48.0,2.1,1244,25,959,7,2.1,2,2010,12,6,1
72417,2941,1501,-1.0,3.75,199,25,16,8,3.75,0,2011,1,26,3
7645,325,1630,12.0,2.1,899,25,969,7,2.1,2,2010,12,5,0
44896,2768,1415,-1.0,2.55,62,9,375,7,2.55,0,2011,1,5,3
57412,1815,848,144.0,0.29,536,17,1396,7,0.29,1,2011,1,14,5
41547,1386,2500,6.0,0.85,399,25,473,7,0.85,0,2010,12,23,4
29040,958,439,8.0,2.1,184,25,896,7,2.1,2,2010,12,14,2
9294,375,1021,4.0,4.25,76,9,1414,9,4.25,2,2010,12,5,0
29632,984,1498,1.0,3.75,595,25,13,5,3.75,2,2010,12,14,2
50790,2805,570,-1.0,7.95,909,25,1761,11,7.95,1,2011,1,10,1
2195,95,942,1.0,4.95,908,25,640,7,4.95,2,2010,12,1,3
64726,1982,2311,2.0,3.75,1271,25,1523,11,3.75,0,2011,1,20,4
59868,1900,1902,1.0,7.95,1379,25,643,7,7.95,0,2011,1,17,1
72353,2209,2307,6.0,0.55,933,25,2019,7,0.55,0,2011,1,26,3
531,41,978,6.0,0.42,1308,25,596,7,0.42,2,2010,12,1,3
17164,583,357,12.0,1.95,1179,25,1254,7,1.95,2,2010,12,8,3
23981,827,281,3.0,5.95,541,25,1726,11,5.95,2,2010,12,10,5
29723,989,943,3.0,4.95,1030,25,425,7,4.95,2,2010,12,14,2
38362,1301,1524,2.0,8.5,403,25,195,7,8.5,0,2010,12,20,1
41193,1368,433,16.0,0.85,1176,25,1997,7,0.85,1,2010,12,21,2
65960,2005,658,12.0,2.95,1344,25,1233,7,2.95,1,2011,1,21,5
59123,1861,1724,12.0,0.85,10,0,1123,5,0.85,0,2011,1,17,1
49255,1586,257,5.0,0.42,581,25,1132,7,0.42,1,2011,1,9,0
49054,1577,1404,2.0,8.5,1061,25,1289,7,8.5,0,2011,1,9,0
49257,1586,1524,3.0,8.5,581,25,195,7,8.5,0,2011,1,9,0
77212,2363,1179,10.0,1.65,931,25,1210,7,1.65,1,2011,1,31,1
2001,83,1994,2.0,0.42,1160,25,1966,7,0.42,2,2010,12,1,3
41377,1378,2121,2.0,0.42,1305,25,265,7,0.42,0,2010,12,22,3
33146,1157,822,20.0,1.95,712,25,68,9,1.95,1,2010,12,16,4
31414,1054,1472,3.0,2.95,1025,25,1712,7,2.95,2,2010,12,15,3
31720,1073,2187,2.0,3.75,232,25,1232,0,3.75,0,2010,12,15,3
61872,1925,1246,6.0,2.95,620,25,984,7,2.95,1,2011,1,18,2
63436,1950,2068,12.0,0.42,287,24,745,7,0.42,0,2011,1,19,3
29885,992,2460,24.0,1.25,454,25,1021,11,1.25,0,2010,12,14,2
33135,1157,1344,12.0,0.85,712,25,755,9,0.85,2,2010,12,16,4
50077,1620,1018,9.0,0.85,272,25,1066,7,0.85,1,2011,1,9,0
57576,1819,944,8.0,3.75,754,25,1046,6,3.75,1,2011,1,14,5
22382,771,942,2.0,4.95,555,25,640,7,4.95,2,2010,12,9,4
47296,1534,137,100.0,1.65,340,25,73,7,1.65,1,2011,1,7,5
69111,2085,784,12.0,0.65,733,25,1006,7,0.65,1,2011,1,24,1
22485,775,175,1.0,2.55,1206,25,1142,7,2.55,2,2010,12,9,4
12078,443,824,10.0,1.95,638,25,1974,7,1.95,2,2010,12,6,1
59733,1893,326,6.0,1.25,538,25,1116,7,1.25,1,2011,1,17,1
3534,156,919,36.0,2.95,637,25,1421,7,2.95,2,2010,12,2,4
63473,1952,1443,5.0,2.95,134,25,56,11,2.95,0,2011,1,19,3
74809,2287,2370,12.0,1.25,1116,25,722,7,1.25,0,2011,1,28,5
12637,466,158,4.0,2.1,962,25,1765,11,2.1,2,2010,12,6,1
19168,656,1549,4.0,3.95,785,25,888,7,3.95,2,2010,12,8,3
4709,224,809,12.0,1.65,1284,25,845,7,1.65,2,2010,12,2,4
25436,852,1394,1.0,4.95,1137,25,1940,7,4.95,2,2010,12,12,0
75895,2323,165,3.0,3.75,1187,25,1410,1,3.75,1,2011,1,30,0
20267,721,1256,5.0,1.65,865,25,1047,7,1.65,2,2010,12,9,4
38443,2709,467,-1.0,4.95,193,25,1077,7,4.95,1,2010,12,20,1
77286,2366,2435,4.0,5.95,761,25,1126,7,5.95,0,2011,1,31,1
58271,1825,2084,1.0,2.1,1319,25,1150,7,2.1,0,2011,1,14,5
48935,1572,1284,3.0,5.95,543,25,2109,7,5.95,0,2011,1,7,5
25379,851,2365,1.0,1.25,735,25,1768,11,1.25,0,2010,12,12,0
6708,291,812,12.0,1.25,603,6,169,1,1.25,2,2010,12,3,5
39043,1325,158,3.0,2.1,527,25,1765,11,2.1,1,2010,12,20,1
70656,2928,824,-1.0,1.95,469,25,1974,7,1.95,1,2011,1,25,2
73806,2250,943,12.0,4.95,1207,25,425,7,4.95,1,2011,1,27,4
2392,113,311,12.0,1.25,412,25,2073,7,1.25,2,2010,12,1,3
67999,2050,1522,1.0,3.75,234,25,768,7,3.75,0,2011,1,23,0
38468,1309,384,960.0,0.4,176,25,1387,7,0.4,1,2010,12,20,1
16268,556,1233,1.0,7.95,1220,25,949,7,7.95,2,2010,12,7,2
8061,343,1212,2.0,0.65,1361,25,2078,7,0.65,2,2010,12,5,0
74787,2286,1521,1.0,3.75,539,25,767,7,3.75,0,2011,1,28,5
33531,1173,134,8.0,1.95,799,25,1316,7,1.95,1,2010,12,16,4
2335,104,1500,4.0,3.75,1247,25,14,9,3.75,2,2010,12,1,3
31510,1058,1604,4.0,4.65,838,25,2209,7,4.65,2,2010,12,15,3
70055,2115,840,144.0,0.29,2,7,1390,7,0.29,1,2011,1,25,2
29202,964,1217,3.0,5.95,1350,25,719,3,5.95,2,2010,12,14,2
598,42,524,1.0,1.65,1312,25,576,7,1.65,2,2010,12,1,3
9226,374,741,1.0,1.25,720,25,446,7,1.25,2,2010,12,5,0
41601,1388,387,4.0,4.95,675,25,1757,7,4.95,1,2010,12,23,4
77178,2362,336,4.0,3.75,84,9,1705,0,3.75,1,2011,1,31,1
32769,1138,1732,6.0,2.55,752,25,952,7,2.55,0,2010,12,16,4
801,52,1101,1.0,1.65,1324,25,974,7,1.65,2,2010,12,1,3
59356,1872,1611,2.0,8.5,1247,25,2151,3,8.5,0,2011,1,17,1
76525,2334,1491,12.0,0.42,480,25,317,7,0.42,0,2011,1,31,1
44341,1455,1016,1.0,1.65,324,25,1040,7,1.65,1,2011,1,5,3
27987,912,579,18.0,4.25,995,25,1729,11,4.25,2,2010,12,13,1
37463,1279,276,6.0,2.95,84,9,1760,11,2.95,1,2010,12,19,0
44867,1475,1447,4.0,1.25,629,25,847,1,1.25,0,2011,1,5,3
39619,1341,2287,2.0,3.75,1157,25,1291,7,3.75,0,2010,12,20,1
31542,1059,1782,12.0,1.25,737,25,1566,9,1.25,0,2010,12,15,3
31424,1054,1156,1.0,0.85,1025,25,373,9,0.85,2,2010,12,15,3
50042,1619,954,12.0,1.25,1337,25,1450,7,1.25,1,2011,1,9,0
33321,1163,1316,24.0,0.42,1144,25,1922,7,0.42,2,2010,12,16,4
297,29,1752,48.0,4.65,1313,25,671,7,4.65,2,2010,12,1,3
823,52,215,1.0,1.25,1324,25,448,7,1.25,2,2010,12,1,3
69100,2084,1159,6.0,2.95,1364,25,900,7,2.95,1,2011,1,24,1
3378,144,2024,4.0,7.95,760,25,2232,13,7.95,2,2010,12,2,4
41363,1377,1156,10.0,0.85,944,25,373,9,0.85,1,2010,12,22,3
7463,318,1216,1.0,3.75,857,25,2204,3,3.75,2,2010,12,5,0
77167,2362,1423,12.0,1.45,84,9,1987,7,1.45,0,2011,1,31,1
56949,1800,829,10.0,2.95,31,9,1747,11,2.95,1,2011,1,14,5
31319,1048,808,1.0,1.65,1189,25,2212,7,1.65,2,2010,12,15,3
8253,348,995,2.0,2.95,786,25,1248,7,2.95,2,2010,12,5,0
2321,102,17,36.0,4.25,335,25,1441,7,4.25,2,2010,12,1,3
14467,524,695,12.0,1.65,76,9,2066,11,1.65,2,2010,12,7,2
76052,2328,1401,1.0,8.5,501,25,1110,7,8.5,0,2011,1,30,0
8365,351,1350,7.0,0.85,1091,25,1087,11,0.85,2,2010,12,5,0
24005,827,1752,1.0,5.45,541,25,671,7,5.45,2,2010,12,10,5
64936,1997,855,6.0,0.85,399,25,1382,7,0.85,1,2011,1,20,4
2110,86,1641,1.0,1.95,1299,25,1333,7,1.95,2,2010,12,1,3
72089,2199,607,6.0,3.25,1173,25,622,7,3.25,1,2011,1,26,3
14637,532,950,2.0,6.95,615,25,1475,7,6.95,2,2010,12,7,2
11565,422,1522,2.0,3.75,828,25,768,7,3.75,2,2010,12,6,1
33460,1169,1545,12.0,1.25,760,25,660,11,1.25,2,2010,12,16,4
77363,2367,1671,2.0,0.85,1229,25,1379,7,0.85,0,2011,1,31,1
52663,1691,128,2.0,2.55,542,25,1310,9,2.55,1,2011,1,11,2
2200,95,1536,1.0,14.95,908,25,1329,7,14.95,2,2010,12,1,3
50772,1626,1166,2.0,7.95,41,9,644,7,7.95,1,2011,1,10,1
26052,869,1971,1.0,4.25,1023,25,1820,7,4.25,2,2010,12,12,0
5714,270,682,2.0,2.55,1048,25,2181,7,2.55,2,2010,12,3,5
5300,263,1255,4.0,6.75,262,25,53,7,6.75,2,2010,12,3,5
33086,2673,1706,-10.0,8.5,603,6,450,7,8.5,0,2010,12,16,4
68378,2062,1882,50.0,8.49,340,25,2042,7,8.49,0,2011,1,23,0
77562,2380,1743,2.0,1.25,633,25,702,7,1.25,0,2011,1,31,1
